user_id,evidence_category,primary_failure_type,why_repair_was_required,semantic_repair,formatting_only,raw_word_count,final_word_count,absolute_word_reduction,materially_compressed,operation_types
103025,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,112,77,35,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
103312,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,129,91,38,True,remove_additional_negative_or_abstention_span
103936,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,138,99,39,True,remove_additional_negative_or_abstention_span
104074,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,122,95,27,True,remove_additional_negative_or_abstention_span
104306,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,160,122,38,True,remove_additional_negative_or_abstention_span
104519,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Adventure'].,True,False,128,92,36,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
105896,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,117,72,45,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
106044,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action'].,True,False,156,122,34,True,format_add_summary_prefix;grounding_narrow_or_neutralize
107140,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,128,101,27,True,remove_additional_negative_or_abstention_span
107212,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,86,75,11,False,remove_additional_negative_or_abstention_span
107238,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,141,85,56,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
107628,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,87,88,-1,False,format_add_summary_prefix
107719,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,108,67,41,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
107735,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Animation'].,True,False,99,73,26,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
107794,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,151,131,20,False,remove_additional_negative_or_abstention_span
107991,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,106,71,35,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
108519,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Children', 'Fantasy', 'Horror', 'Romance'].",True,False,113,74,39,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
108829,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,107,96,11,False,remove_additional_negative_or_abstention_span
108876,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,111,82,29,True,format_add_summary_prefix;grounding_narrow_or_neutralize
108930,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,130,91,39,True,remove_additional_negative_or_abstention_span
109101,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['War'].,True,False,118,80,38,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
109136,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Horror', 'Sci-Fi'].",True,False,118,76,42,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
109488,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,102,86,16,False,remove_additional_negative_or_abstention_span
109502,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,107,96,11,False,remove_additional_negative_or_abstention_span
109621,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,139,99,40,True,remove_additional_negative_or_abstention_span
109735,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,122,87,35,True,remove_additional_negative_or_abstention_span
109839,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,102,79,23,True,remove_additional_negative_or_abstention_span
110518,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,119,103,16,False,grounding_narrow_or_neutralize
110549,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,114,88,26,True,remove_additional_negative_or_abstention_span
110760,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,115,84,31,True,remove_additional_negative_or_abstention_span
111189,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,118,70,48,True,format_add_summary_prefix;grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
111263,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,156,131,25,False,remove_additional_negative_or_abstention_span
111300,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,182,124,58,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
111441,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,110,73,37,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
111641,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,142,91,51,True,remove_additional_negative_or_abstention_span
112026,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,117,80,37,True,remove_additional_negative_or_abstention_span
112070,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,115,105,10,False,format_add_summary_prefix;remove_additional_negative_or_abstention_span
112287,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,109,92,17,False,remove_additional_negative_or_abstention_span
112744,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['War'].,True,False,111,70,41,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
112915,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,118,81,37,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
112916,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,108,78,30,True,remove_additional_negative_or_abstention_span
113111,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,99,86,13,False,remove_additional_negative_or_abstention_span
113295,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Thriller'].",True,False,108,64,44,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
113311,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,122,95,27,True,remove_additional_negative_or_abstention_span
114176,supported_negative,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,130,107,23,False,remove_additional_negative_or_abstention_span
114315,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,164,126,38,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
114372,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller'].",True,False,109,63,46,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
114840,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Romance', 'Sci-Fi', 'War'].",True,False,118,88,30,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
114958,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,80,56,24,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
115192,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,87,60,27,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
115286,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,138,97,41,True,remove_additional_negative_or_abstention_span
115745,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,135,91,44,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
115773,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Sci-Fi'].",True,False,97,69,28,True,format_add_summary_prefix;grounding_narrow_or_neutralize
116074,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,110,80,30,True,remove_additional_negative_or_abstention_span
116744,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,130,102,28,True,remove_additional_negative_or_abstention_span
117251,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,116,93,23,False,remove_additional_negative_or_abstention_span
117712,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,97,73,24,True,grounding_narrow_or_neutralize
117887,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,123,82,41,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
117951,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,134,83,51,True,remove_additional_negative_or_abstention_span
118024,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,112,86,26,True,remove_additional_negative_or_abstention_span
118575,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,117,94,23,False,remove_additional_negative_or_abstention_span
118834,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Adventure', 'Western'].",True,False,82,86,-4,False,abstention_to_supported_negative
118845,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,153,115,38,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
118952,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,138,97,41,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
118957,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,108,81,27,True,remove_additional_negative_or_abstention_span
119030,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,101,102,-1,False,format_add_summary_prefix
119929,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,107,74,33,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
120193,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,140,95,45,True,remove_additional_negative_or_abstention_span
120410,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Thriller'].",True,False,125,76,49,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
120638,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,126,105,21,False,remove_additional_negative_or_abstention_span
120663,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Comedy'].,True,False,95,58,37,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
121047,no_negative_evidence,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,78,73,5,False,format_malformed_abstention_leadin
121278,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,134,95,39,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
121284,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,161,102,59,True,remove_additional_negative_or_abstention_span
121300,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,103,77,26,True,remove_additional_negative_or_abstention_span
122171,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,120,93,27,True,remove_additional_negative_or_abstention_span
122418,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,110,67,43,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
122860,no_negative_evidence,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,66,67,-1,False,format_add_summary_prefix
123090,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,134,87,47,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
123136,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,113,70,43,True,remove_additional_negative_or_abstention_span
123651,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,114,72,42,True,remove_additional_negative_or_abstention_span
123694,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,115,75,40,True,remove_additional_negative_or_abstention_span
123724,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Musical'].,True,False,117,68,49,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
123761,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,93,66,27,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
123930,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,100,62,38,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
123978,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,115,79,36,True,remove_additional_negative_or_abstention_span
124000,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,123,84,39,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
124059,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,98,79,19,False,format_add_summary_prefix;remove_additional_negative_or_abstention_span
124152,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Adventure', 'Drama', 'Musical'].",True,False,161,111,50,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
124194,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller', 'Western'].",True,False,113,95,18,False,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
124208,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,113,72,41,True,remove_additional_negative_or_abstention_span
124313,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,117,77,40,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
124366,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,108,80,28,True,remove_additional_negative_or_abstention_span
124569,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,131,75,56,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
124687,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,72,73,-1,False,format_add_summary_prefix
125695,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,119,76,43,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
125696,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,115,79,36,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
126123,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,120,77,43,True,remove_additional_negative_or_abstention_span
126288,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,126,95,31,True,remove_additional_negative_or_abstention_span
126769,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance', 'Sci-Fi', 'Thriller', 'War'].",True,False,134,35,99,True,format_add_summary_prefix;grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
126843,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Comedy', 'Sci-Fi'].",True,False,123,78,45,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
127222,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,117,74,43,True,remove_additional_negative_or_abstention_span
127702,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,101,96,5,False,format_malformed_abstention_leadin
127899,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,179,130,49,True,remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
128113,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,138,93,45,True,remove_additional_negative_or_abstention_span
128212,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,131,92,39,True,grounding_narrow_or_neutralize
128503,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,137,88,49,True,format_add_summary_prefix;grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
128743,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,73,74,-1,False,format_add_summary_prefix
128893,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,121,72,49,True,remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
129065,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,117,78,39,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
129133,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,115,73,42,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
129255,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Comedy', 'Thriller'].",True,False,108,75,33,True,format_add_summary_prefix;grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
129790,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,114,88,26,True,remove_additional_negative_or_abstention_span
130428,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,106,67,39,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
130762,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,102,80,22,True,remove_additional_negative_or_abstention_span
130897,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Horror'].,True,False,145,97,48,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
132266,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,150,113,37,True,remove_additional_negative_or_abstention_span
132634,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,130,109,21,False,remove_additional_negative_or_abstention_span
132987,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,83,72,11,False,remove_additional_negative_or_abstention_span
133258,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,119,107,12,False,format_add_summary_prefix;remove_additional_negative_or_abstention_span
133641,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Adventure', 'Fantasy'].",True,False,137,140,-3,False,abstention_to_supported_negative
133780,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,121,86,35,True,remove_additional_negative_or_abstention_span
